"资源拓展专员","50","2023-02-07 11:44:04","1","1","2023-02-06 15:35:41","硕士及以上","浙江大学长三角智慧绿洲创新中心","https://t2.chei.com.cn/student/ncss/cdn/job/img/tcgf0p9kh70jr1ey.png","浙江","1000-4999人","null","","机关/事业单位/非营利机构"
"硬件开发工程师","6","2023-02-11 20:38:31","4.3","3","2023-01-27 08:57:01","本科及以上","兰州奥普信息技术有限公司","","甘肃","1-49人","岗位晋升，技能培训，股权激励，股票期权，专项奖金","本科及以上学历 模拟电路及数字电路原理 Protel，Altium Designer PCB设计 电路的设计及熟悉单片机程序 传感器信号调理以及信号放大处理技术、电磁兼容设计","民营企业"
"销售助理","5.3","2023-02-11 20:38:28","3.8","4","2023-01-28 08:58:48","专科及以上","兰州奥普信息技术有限公司","","甘肃","1-49人","岗位晋升，技能培训，股权激励，股票期权，专项奖金","1、市场营销、自动化、计算机等相关专业； 2、能承受工作压力并具备自我管理及自我激励； 3、工作脚踏实地，有冲劲干劲； 4、锲而不舍的工作态度、良好的团队协作精神。","民营企业"
"研发工程师","7.5","2023-02-11 20:38:23","4","2","2023-02-02 08:18:26","本科及以上","兰州奥普信息技术有限公司","","甘肃","1-49人","岗位晋升，技能培训，股权激励，股票期权，专项奖金","电子信息 软件 自动化 电信 计算机 自动控制 人工智能 通信","民营企业"
"线上房产运营官","8","2023-02-11 20:01:57","5","10","2022-12-18 18:06:02","专科及以上","三河市链家房产经纪有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/9121j5rct645l5m6.png","河北","5000以上","五险一金","金融 会计 化工 销售 运营","上市公司"
"房产顾问式销售","40","2023-02-11 20:01:55","4","5","2022-12-18 18:06:24","本科及以上","三河市链家房产经纪有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/9121j5rct645l5m6.png","河北","5000以上","五险一金","市场营销 工商管理","上市公司"
"二手房置业顾问","9","2023-02-11 20:01:51","4","15","2022-12-18 18:06:33","专科及以上","三河市链家房产经纪有限公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/9121j5rct645l5m6.png","河北","5000以上","五险一金","市场营销 工商管理","上市公司"
"世界500强企业-北京链家-无责底薪6000起","15","2023-02-11 19:52:57","6","8","2023-02-01 11:36:35","本科及以上","北京链家置地房地产经纪有限公司海淀第七十六分公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/g15llzukck6pzwpx.png","北京","5000以上","五险一金，岗位晋升，技能培训，弹性工作，定期体检，绩效奖金","工商管理 市场营销 电子商务 经济学类 体育学类 教育学类 化工与制药类 经济与贸易类 农业类 财务 金融学类","上市公司"
"北京链家总部直招—营销国贸专业","10","2023-02-11 19:52:57","6","6","2023-02-01 11:35:58","本科及以上","北京链家置地房地产经纪有限公司海淀第七十六分公司","https://t1.chei.com.cn/student/ncss/cdn/job/img/g15llzukck6pzwpx.png","北京","5000以上","五险一金，岗位晋升，技能培训，弹性工作，定期体检，绩效奖金","工商管理 市场营销 电子商务 经济学类 体育学类 教育学类 化工与制药类 经济与贸易类 农业类 财务 金融学类","上市公司"
"95后00后团队，弹性工作制，无责底薪6k，五险一金","15","2023-02-11 19:52:57","6","7","2023-01-30 12:37:33","本科及以上","北京链家置地房地产经纪有限公司海淀第七十六分公司","https://t1.chei.com.cn/student/ncss/cdn/job/img/g15llzukck6pzwpx.png","北京","5000以上","五险一金，岗位晋升，技能培训，弹性工作，定期体检，绩效奖金","工商管理 市场营销 电子商务 经济学类 体育学类 教育学类 化工与制药类 经济与贸易类 农业类 财务 金融学类","上市公司"
"首都发展的机会-链家地产-无责底薪6000-五险一金","15","2023-02-11 19:52:57","6","6","2023-01-30 12:35:45","本科及以上","北京链家置地房地产经纪有限公司海淀第七十六分公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/g15llzukck6pzwpx.png","北京","5000以上","五险一金，岗位晋升，技能培训，弹性工作，定期体检，绩效奖金","工商管理 市场营销 电子商务 经济学类 体育学类 教育学类 化工与制药类 经济与贸易类 农业类 财务 金融学类","上市公司"
"营销岗-应届生-毕业生-实习生-总部直招","15","2023-02-11 19:52:57","6","6","2023-01-30 12:35:08","本科及以上","北京链家置地房地产经纪有限公司海淀第七十六分公司","https://t1.chei.com.cn/student/ncss/cdn/job/img/g15llzukck6pzwpx.png","北京","5000以上","五险一金，岗位晋升，技能培训，弹性工作，定期体检，绩效奖金","工商管理 市场营销 电子商务 经济学类 体育学类 教育学类 化工与制药类 经济与贸易类 农业类 财务 金融学类","上市公司"
"美股港股双上市-贝壳找房-营销岗-无责底薪6000+","15","2023-02-11 19:52:57","6","5","2023-01-11 12:46:19","本科及以上","北京链家置地房地产经纪有限公司海淀第七十六分公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/g15llzukck6pzwpx.png","北京","5000以上","五险一金，岗位晋升，技能培训，弹性工作，定期体检，绩效奖金","工商管理 市场营销 电子商务 经济学类 体育学类 教育学类 化工与制药类 经济与贸易类 农业类 财务 金融学类","上市公司"
"中国房地产排名第一公司-五险一金-无责底薪","15","2023-02-11 19:52:57","6","6","2023-01-11 12:44:49","本科及以上","北京链家置地房地产经纪有限公司海淀第七十六分公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/g15llzukck6pzwpx.png","北京","5000以上","五险一金，岗位晋升，技能培训，弹性工作，定期体检，绩效奖金","工商管理 市场营销 电子商务 经济学类 体育学类 教育学类 化工与制药类 经济与贸易类 农业类 财务 金融学类","上市公司"
"护士","20","2023-02-11 19:44:17","10","10","2023-01-13 15:33:05","专科及以上","西安珍妮母婴护理服务有限公司","","陕西","1-49人","null","护理学","民营企业"
"幼师","20","2023-02-11 19:44:12","10","10","2023-01-13 16:16:06","专科及以上","西安珍妮母婴护理服务有限公司","","陕西","1-49人","null","学前教育、小学教育、华文教育","民营企业"
"商务","10","2023-02-11 19:06:03","5","1","2023-02-04 16:31:35","专科及以上","北京云飞腾博科技开发有限公司","https://t4.chei.com.cn/student/ncss/cdn/job/img/9nec2te9w410t0o2.png","北京","1-49人","岗位晋升，技能培训，扁平管理，午餐补助","计算机专业或会计专业，熟练使用计算机，办公软件，","民营企业"
"销售顾问","28","2023-02-11 18:18:25","3","30","2023-01-31 09:32:57","专科及以上","杭州思恩建筑科技有限公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/bcauw2cq3ndgtfyt.png","浙江","1-49人","技能培训，年度旅游","","其他"
"销售顾问","6","2023-02-11 18:18:19","3","30","2023-01-27 11:43:45","专科及以上","杭州思恩建筑科技有限公司","https://t4.chei.com.cn/student/ncss/cdn/job/img/bcauw2cq3ndgtfyt.png","浙江","1-49人","技能培训，年度旅游","","其他"
"数剧录入员","8","2023-02-11 18:15:48","5","20","2023-02-02 19:44:52","专科及以上","北京肽小美科技有限公司","","全国","100-499人","null","计算机","民营企业"
"见习软件测试工程师（应往届生）","8","2023-02-11 18:15:44","5","80","2023-02-02 19:44:44","本科及以上","北京肽小美科技有限公司","","北京","100-499人","null","计算机","民营企业"
"校招软件测试工程师（见习）","8","2023-02-11 18:15:39","5","80","2023-02-07 13:21:43","本科及以上","北京肽小美科技有限公司","","北京","100-499人","null","计算机","民营企业"
"软件测试工程师（校招实习）","8","2023-02-11 18:15:36","5","80","2023-02-07 17:42:40","本科及以上","北京肽小美科技有限公司","","北京","100-499人","null","计算机","民营企业"
"软件测试工程师(有无经验均可)","8","2023-02-11 18:15:32","5","80","2023-02-08 17:27:10","本科及以上","北京肽小美科技有限公司","","北京","100-499人","null","计算机","民营企业"
"人力资源管培生","8","2023-02-11 18:14:28","5","10","2023-02-04 12:19:52","本科及以上","新疆梅花氨基酸有限责任公司","https://t4.chei.com.cn/student/ncss/cdn/job/img/imnnt5gaa66rgfhq.png","新疆","1000-4999人","五险一金，岗位晋升，弹性工作，股权激励，股票期权，定期体检，专项奖金，绩效奖金，年度旅游，午餐补助","人力资源管理 工商管理 公共事业管理 统计学 心理学","民营企业"
"土建技改工程师","7","2023-02-11 18:14:24","6","2","2023-01-13 12:44:28","本科及以上","新疆梅花氨基酸有限责任公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/imnnt5gaa66rgfhq.png","新疆","1000-4999人","五险一金，岗位晋升，弹性工作，股权激励，股票期权，定期体检，专项奖金，绩效奖金，年度旅游，午餐补助","土木工程","民营企业"
"健康养生顾问助理（实习）","7","2023-02-11 18:03:56","2.5","3","2022-12-29 14:06:06","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t1.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","医学 药学 心理学 健康养生 食品学 体育健身","民营企业"
"营销精英（实习）","7","2023-02-11 18:03:48","2.5","3","2022-12-29 14:07:43","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","市场营销学 经济学 金融学","民营企业"
"新媒体运营精英（实习）","7","2023-02-11 18:03:40","2.5","3","2022-12-29 14:07:13","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t1.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","视频编辑 广播电视 播音与主持 新闻 中文 新媒体 电子商务 视觉传达","民营企业"
"健康养生志愿者（兼职）","7","2023-02-11 18:03:33","2.5","3","2023-01-28 13:15:17","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","医学 药学 心理学 健康养生 食品学 体育健身","民营企业"
"健康养生顾问","8","2023-02-11 18:03:26","3","3","2023-01-29 05:03:05","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","医学 药学 心理学 食品学 健康养生学 体育健身","民营企业"
"新媒体运营精英","8","2023-02-11 18:03:07","3","5","2023-01-29 05:01:49","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","视觉传达 广播电视 播音与主持 新闻 中文 新媒体 电子商务","民营企业"
"健康养生顾问助理","8","2023-02-11 18:03:00","3","3","2023-01-29 05:02:28","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","医学 药学 心理学 健康养生 食品学 体育健身","民营企业"
"营销精英","8","2023-02-11 18:02:48","3","3","2023-01-29 05:03:37","专科及以上","慧新博奥崛起透视文化科技（济南）有限公司","https://t4.chei.com.cn/student/ncss/cdn/job/img/werxnzws1tovem5a.png","山东","1-49人","五险一金，岗位晋升，技能培训，年终分红，股权激励，扁平管理","市场营销学 经济学 金融学","民营企业"
"新媒体编辑","6","2023-02-11 17:53:10","4","2","2023-02-04 11:42:54","专科及以上","网众验房（成都）科技有限公司","https://t4.chei.com.cn/student/ncss/cdn/job/img/03l6yfujq5l383xq.png","四川","100-499人","技能培训，年终奖，专项奖金，午餐补助，节日礼物","电子商务，市场营销，新媒体运营","民营企业"
"房屋查验工程师","6","2023-02-11 17:53:03","3","100","2023-02-07 13:51:20","专科及以上","网众验房（成都）科技有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/03l6yfujq5l383xq.png","四川","100-499人","技能培训，年终奖，专项奖金，午餐补助，节日礼物","","民营企业"
"储备干部（招商类）","10","2023-02-11 17:28:48","5","5","2022-12-26 11:23:50","本科及以上","重庆好易佳文化传播有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/fnhakftmot99qrqh.png","重庆","1-49人","五险一金，带薪年假，技能培训，定期体检，年度旅游，节日礼物","营销 市场 策划 电子商务 贸易 企业管理 管理 人力资源 金融 经济 保险 资产 外贸","民营企业"
"班主任/五险一金","10","2023-02-11 17:28:43","5","3","2023-01-07 17:01:28","专科及以上","重庆好易佳文化传播有限公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/fnhakftmot99qrqh.png","重庆","1-49人","五险一金，带薪年假，技能培训，定期体检，年度旅游，节日礼物","教育 幼教 心理 农学 植物 动物 药学 生物 环境 园艺 园林 资源 地理 经济 学科 历史 生物 英语 数学 汉语言 物理 化学 工程 营销 理科 文科 不限","民营企业"
"2023届实习生（班主任/招生顾问）","6","2023-02-11 17:28:40","4","3","2023-01-07 17:03:02","专科及以上","重庆好易佳文化传播有限公司","https://t4.chei.com.cn/student/ncss/cdn/job/img/fnhakftmot99qrqh.png","重庆","1-49人","五险一金，带薪年假，技能培训，定期体检，年度旅游，节日礼物","教育 幼教 心理 农学 植物 动物 药学 生物 环境 园艺 园林 资源 地理 经济 学科 历史 生物 英语 数学 汉语言 物理 化学 工程 营销 理科 文科 不限","民营企业"
"信用卡客服","12","2023-02-11 17:28:18","6","30","2023-01-30 17:14:25","不限","无锡国宇邦商务咨询有限公司","https://t1.chei.com.cn/student/ncss/cdn/job/img/y1vl4j7rzwp585uj.png","江苏","50-99人","null","","民营企业"
"电话客服","4","2023-02-11 17:24:21","2","10","2023-01-31 15:12:27","专科及以上","伊犁万国天骐体育文化发展有限公司武汉第一分公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/jtd8entfo16ih3y9.png","湖北","1000-4999人","五险一金，带薪年假，岗位晋升，技能培训，弹性工作，扁平管理","","民营企业"
"电子厂质检技工","7","2023-02-11 17:24:20","6","50","2023-01-05 10:15:12","不限","成都腾发科技有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/u8v8db7symvgjebo.png","四川","100-499人","五险一金，岗位晋升，技能培训，弹性工作，定期体检，提供住宿，班车接送","不限 机械自动化 工商管理 市场营销","民营企业"
"仓管、技工、开机","7","2023-02-11 17:24:20","6","50","2023-01-05 10:15:04","不限","成都腾发科技有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/u8v8db7symvgjebo.png","四川","100-499人","五险一金，岗位晋升，技能培训，弹性工作，定期体检，提供住宿，班车接送","不限 机械自动化 工商管理 市场营销","民营企业"
"生产车间技工","8","2023-02-11 17:24:20","7","100","2022-12-26 11:30:02","不限","成都腾发科技有限公司","https://t1.chei.com.cn/student/ncss/cdn/job/img/u8v8db7symvgjebo.png","四川","100-499人","五险一金，岗位晋升，技能培训，弹性工作，定期体检，提供住宿，班车接送","不限 机械自动化 工商管理 市场营销","民营企业"
"体育老师","8","2023-02-11 17:24:16","4","20","2023-01-31 15:12:34","专科及以上","伊犁万国天骐体育文化发展有限公司武汉第一分公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/jtd8entfo16ih3y9.png","湖北","1000-4999人","五险一金，带薪年假，岗位晋升，技能培训，弹性工作，扁平管理","体育专业","民营企业"
"课程顾问","11","2023-02-11 17:24:11","6","20","2023-01-31 15:12:40","专科及以上","伊犁万国天骐体育文化发展有限公司武汉第一分公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/jtd8entfo16ih3y9.png","湖北","1000-4999人","五险一金，带薪年假，岗位晋升，技能培训，弹性工作，扁平管理","","民营企业"
"实习生","8","2023-02-11 17:24:05","3","20","2023-01-31 15:12:53","专科及以上","伊犁万国天骐体育文化发展有限公司武汉第一分公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/jtd8entfo16ih3y9.png","湖北","1000-4999人","五险一金，带薪年假，岗位晋升，技能培训，弹性工作，扁平管理","","民营企业"
"管培生","11","2023-02-11 17:23:59","6","20","2023-01-31 15:13:04","专科及以上","伊犁万国天骐体育文化发展有限公司武汉第一分公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/jtd8entfo16ih3y9.png","湖北","1000-4999人","五险一金，带薪年假，岗位晋升，技能培训，弹性工作，扁平管理","","民营企业"
"城聘理工类专业储备技工岗管理岗和操作技师","8","2023-02-11 17:15:20","6","10","2023-02-07 08:08:01","专科及以上","黄岛区博海程包装机械制造中心","","山东","500-999人","null","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","其他"
"城聘理工类专业储备技工岗管理岗和操作技师","8","2023-02-11 17:15:17","6","10","2023-02-07 08:08:09","专科及以上","黄岛区博海程包装机械制造中心","","山东","500-999人","null","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","其他"
"城聘理工类专业储备技工岗管理岗和操作技师","8","2023-02-11 17:15:14","6","10","2023-02-07 08:08:13","专科及以上","黄岛区博海程包装机械制造中心","","山东","500-999人","null","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","其他"
"聘理工类专业储备技工岗和操作技师","8","2023-02-11 17:15:11","6","10","2023-02-07 08:08:18","专科及以上","黄岛区博海程包装机械制造中心","","山东","500-999人","null","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","其他"
"渔船捕捞员","12","2023-02-11 17:14:19","10","20","2022-12-23 11:11:08","不限","宁波世达船务有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/683b94jskq8xgzg7.png","浙江","50-99人","岗位晋升，技能培训，年终分红，扁平管理，绩效奖金，免费加班餐，提供住宿","机械自动化 工商管理 市场营销 不限","民营企业"
"月薪1万船员","12","2023-02-11 17:14:15","10","10","2022-12-23 11:11:27","不限","宁波世达船务有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/683b94jskq8xgzg7.png","浙江","50-99人","岗位晋升，技能培训，年终分红，扁平管理，绩效奖金，免费加班餐，提供住宿","不限 机械自动化 工商管理 市场营销","民营企业"
"渔船分拣员","15","2023-02-11 17:14:12","10","20","2022-12-23 11:11:42","不限","宁波世达船务有限公司","https://t4.chei.com.cn/student/ncss/cdn/job/img/683b94jskq8xgzg7.png","浙江","50-99人","岗位晋升，技能培训，年终分红，扁平管理，绩效奖金，免费加班餐，提供住宿","不限 机械自动化 工商管理 市场营销","民营企业"
"聘理工类专业储备技工岗和操作技师","8","2023-02-11 17:09:17","6","10","2023-02-07 09:15:24","专科及以上","青岛万宝压缩机有限公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/j6h9db1mfnwpecdx.png","山东","500-999人","五险一金，岗位晋升，技能培训，弹性工作，股权激励，年底双薪，高温补贴，节日礼物","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","国有企业"
"聘理工类专业储备技工岗和操作技师","8","2023-02-11 17:09:13","6","10","2023-02-07 09:15:27","专科及以上","青岛万宝压缩机有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/j6h9db1mfnwpecdx.png","山东","500-999人","五险一金，岗位晋升，技能培训，弹性工作，股权激励，年底双薪，高温补贴，节日礼物","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","国有企业"
"聘理工类专业储备技工岗和操作技师","8","2023-02-11 17:09:10","6","10","2023-02-07 09:15:30","专科及以上","青岛万宝压缩机有限公司","https://t3.chei.com.cn/student/ncss/cdn/job/img/j6h9db1mfnwpecdx.png","山东","500-999人","五险一金，岗位晋升，技能培训，弹性工作，股权激励，年底双薪，高温补贴，节日礼物","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","国有企业"
"聘理工类专业储备技工岗和操作技师","8","2023-02-11 17:09:08","6","10","2023-02-07 09:15:33","专科及以上","青岛万宝压缩机有限公司","https://t2.chei.com.cn/student/ncss/cdn/job/img/j6h9db1mfnwpecdx.png","山东","500-999人","五险一金，岗位晋升，技能培训，弹性工作，股权激励，年底双薪，高温补贴，节日礼物","机电 电气 自动化 机械 计算机 数控 模具 机器人 车辆 焊接 机器人","国有企业"
